会社名,路線系統,所属基地,形式,番台,編成名,組成順,略号,車両番号,車両ID,始,終,見出しアイコン,編成アイコン,車体アイコン,pl,pr,bl,bc,br,左方向,右方向,ATACS-ID,ラッピング,消滅済,見出し特記事項,変遷変更点,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS04,5,M,モハ323-507,323-029,2016/11/22,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS04,6,M',モハ322-14,323-030,2016/11/22,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS04,7,M',モハ322-13,323-031,2016/11/22,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS04,8,Mc,クモハ323-4,323-032,2016/11/22,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS05,1,Mc',クモハ322-5,323-033,2016/12/06,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS05,2,M,モハ323-10,323-034,2016/12/06,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS05,3,M',モハ322-20,323-035,2016/12/06,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS05,4,M',モハ322-19,323-036,2016/12/06,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS05,5,M,モハ323-509,323-037,2016/12/06,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS05,6,M',モハ322-18,323-038,2016/12/06,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS05,7,M',モハ322-17,323-039,2016/12/06,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS05,8,Mc,クモハ323-5,323-040,2016/12/06,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS06,1,Mc',クモハ322-6,323-041,2016/12/22,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS06,2,M,モハ323-12,323-042,2016/12/22,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS06,3,M',モハ322-24,323-043,2016/12/22,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS06,4,M',モハ322-23,323-044,2016/12/22,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS06,5,M,モハ323-511,323-045,2016/12/22,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS06,6,M',モハ322-22,323-046,2016/12/22,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS06,7,M',モハ322-21,323-047,2016/12/22,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS06,8,Mc,クモハ323-6,323-048,2016/12/22,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS07,1,Mc',クモハ322-7,323-049,2017/01/12,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS07,2,M,モハ323-14,323-050,2017/01/12,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS07,3,M',モハ322-28,323-051,2017/01/12,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS07,4,M',モハ322-27,323-052,2017/01/12,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS07,5,M,モハ323-513,323-053,2017/01/12,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS07,6,M',モハ322-26,323-054,2017/01/12,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS07,7,M',モハ322-25,323-055,2017/01/12,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS07,8,Mc,クモハ323-7,323-056,2017/01/12,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS08,1,Mc',クモハ322-8,323-057,2017/05/18,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS08,2,M,モハ323-16,323-058,2017/05/18,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS08,3,M',モハ322-32,323-059,2017/05/18,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS08,4,M',モハ322-31,323-060,2017/05/18,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS08,5,M,モハ323-515,323-061,2017/05/18,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS08,6,M',モハ322-30,323-062,2017/05/18,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS08,7,M',モハ322-29,323-063,2017/05/18,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS08,8,Mc,クモハ323-8,323-064,2017/05/18,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS09,1,Mc',クモハ322-9,323-065,2017/08/24,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS09,2,M,モハ323-18,323-066,2017/08/24,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS09,3,M',モハ322-36,323-067,2017/08/24,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS09,4,M',モハ322-35,323-068,2017/08/24,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS09,5,M,モハ323-517,323-069,2017/08/24,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS09,6,M',モハ322-34,323-070,2017/08/24,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS09,7,M',モハ322-33,323-071,2017/08/24,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS09,8,Mc,クモハ323-9,323-072,2017/08/24,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS10,1,Mc',クモハ322-10,323-073,2017/09/07,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS10,2,M,モハ323-20,323-074,2017/09/07,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS10,3,M',モハ322-40,323-075,2017/09/07,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS10,4,M',モハ322-39,323-076,2017/09/07,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS10,5,M,モハ323-519,323-077,2017/09/07,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS10,6,M',モハ322-38,323-078,2017/09/07,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS10,7,M',モハ322-37,323-079,2017/09/07,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS10,8,Mc,クモハ323-10,323-080,2017/09/07,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS11,1,Mc',クモハ322-11,323-081,2017/10/12,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS11,2,M,モハ323-22,323-082,2017/10/12,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS11,3,M',モハ322-44,323-083,2017/10/12,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS11,4,M',モハ322-43,323-084,2017/10/12,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS11,5,M,モハ323-521,323-085,2017/10/12,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS11,6,M',モハ322-42,323-086,2017/10/12,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS11,7,M',モハ322-41,323-087,2017/10/12,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS11,8,Mc,クモハ323-11,323-088,2017/10/12,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS12,1,Mc',クモハ322-12,323-089,2017/11/09,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS12,2,M,モハ323-24,323-090,2017/11/09,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS12,3,M',モハ322-48,323-091,2017/11/09,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS12,4,M',モハ322-47,323-092,2017/11/09,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS12,5,M,モハ323-523,323-093,2017/11/09,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS12,6,M',モハ322-46,323-094,2017/11/09,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS12,7,M',モハ322-45,323-095,2017/11/09,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS12,8,Mc,クモハ323-12,323-096,2017/11/09,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS13,1,Mc',クモハ322-13,323-097,2018/08/08,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS13,2,M,モハ323-26,323-098,2018/08/08,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS13,3,M',モハ322-52,323-099,2018/08/08,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS13,4,M',モハ322-51,323-100,2018/08/08,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS13,5,M,モハ323-525,323-101,2018/08/08,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS13,6,M',モハ322-50,323-102,2018/08/08,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS13,7,M',モハ322-49,323-103,2018/08/08,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS13,8,Mc,クモハ323-13,323-104,2018/08/08,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS14,1,Mc',クモハ322-14,323-105,2018/09/19,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS14,2,M,モハ323-28,323-106,2018/09/19,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS14,3,M',モハ322-56,323-107,2018/09/19,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS14,4,M',モハ322-55,323-108,2018/09/19,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS14,5,M,モハ323-527,323-109,2018/09/19,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS14,6,M',モハ322-54,323-110,2018/09/19,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS14,7,M',モハ322-53,323-111,2018/09/19,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS14,8,Mc,クモハ323-14,323-112,2018/09/19,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS15,1,Mc',クモハ322-15,323-113,2018/10/31,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS15,2,M,モハ323-30,323-114,2018/10/31,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS15,3,M',モハ322-60,323-115,2018/10/31,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS15,4,M',モハ322-59,323-116,2018/10/31,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS15,5,M,モハ323-529,323-117,2018/10/31,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS15,6,M',モハ322-58,323-118,2018/10/31,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS15,7,M',モハ322-57,323-119,2018/10/31,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS15,8,Mc,クモハ323-15,323-120,2018/10/31,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS16,1,Mc',クモハ322-16,323-121,2019/01/22,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS16,2,M,モハ323-32,323-122,2019/01/22,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS16,3,M',モハ322-64,323-123,2019/01/22,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS16,4,M',モハ322-63,323-124,2019/01/22,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS16,5,M,モハ323-531,323-125,2019/01/22,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS16,6,M',モハ322-62,323-126,2019/01/22,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS16,7,M',モハ322-61,323-127,2019/01/22,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS16,8,Mc,クモハ323-16,323-128,2019/01/22,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS17,1,Mc',クモハ322-17,323-129,2019/02/01,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS17,2,M,モハ323-34,323-130,2019/02/01,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS17,3,M',モハ322-68,323-131,2019/02/01,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS17,4,M',モハ322-67,323-132,2019/02/01,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS17,5,M,モハ323-533,323-133,2019/02/01,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS17,6,M',モハ322-66,323-134,2019/02/01,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS17,7,M',モハ322-65,323-135,2019/02/01,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS17,8,Mc,クモハ323-17,323-136,2019/02/01,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS18,1,Mc',クモハ322-18,323-137,2019/03/04,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS18,2,M,モハ323-36,323-138,2019/03/04,,323,323,323-2,＜,>,m,,t,桜島・内回り,外回り,,,,,,,,"2,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS18,3,M',モハ322-72,323-139,2019/03/04,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,3,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS18,4,M',モハ322-71,323-140,2019/03/04,,323,323,323-3,,,t,,m,桜島・内回り,外回り,,,,,,,,"4,wo",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS18,5,M,モハ323-535,323-141,2019/03/04,,323,323,323-2,＜,,m,,t,桜島・内回り,外回り,,,,,,,,5,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS18,6,M',モハ322-70,323-142,2019/03/04,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,6,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS18,7,M',モハ322-69,323-143,2019/03/04,,323,323,323-2,,,t,,m,桜島・内回り,外回り,,,,,,,,"7,we",,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS18,8,Mc,クモハ323-18,323-144,2019/03/04,,323,323,323-4,＜,,m,,t,桜島・内回り,外回り,,,,,,,,8,,,,,,,,
JR西日本,大阪環状線・JRゆめ咲線,吹田総合車両所森ノ宮支所,323系,,LS19,1,Mc',クモハ322-19,323-145,2019/02/27,,323,323,323-1,,,t,,m,桜島・内回り,外回り,,,,,,,,1,,,,,,,,
